"CUST_ID","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT"
"36118","M","1954","single","&quot;I: 170,000 - 189,999&quot;","1500"
"39673","M","1957","single","&quot;I: 170,000 - 189,999&quot;","7000"
"43229","M","1956","single","&quot;I: 170,000 - 189,999&quot;","9000"
"25481","M","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"47007","M","1952","single","&quot;I: 170,000 - 189,999&quot;","7000"
"50562","M","1965","single","&quot;I: 170,000 - 189,999&quot;","9000"
"4118","M","1971","single","&quot;I: 170,000 - 189,999&quot;","1500"
"7674","M","1954","single","&quot;I: 170,000 - 189,999&quot;","7000"
"11229","M","1953","single","&quot;I: 170,000 - 189,999&quot;","9000"
"14785","M","1953","single","&quot;I: 170,000 - 189,999&quot;","1500"
"18340","M","1972","single","&quot;I: 170,000 - 189,999&quot;","7000"
"23223","M","1951","single","&quot;I: 170,000 - 189,999&quot;","9000"
"21895","M","1963","single","&quot;I: 170,000 - 189,999&quot;","9000"
"25452","M","1974","single","&quot;I: 170,000 - 189,999&quot;","1500"
"29007","M","1968","single","&quot;I: 170,000 - 189,999&quot;","7000"
"32562","M","1985","single","&quot;I: 170,000 - 189,999&quot;","9000"
"37896","M","1949","single","&quot;I: 170,000 - 189,999&quot;","11000"
"41451","M","1967","single","&quot;I: 170,000 - 189,999&quot;","1500"
"45006","M","1952","single","&quot;I: 170,000 - 189,999&quot;","7000"
"7703","M","1951","single","&quot;I: 170,000 - 189,999&quot;","7000"
"43258","M","1956","single","&quot;I: 170,000 - 189,999&quot;","9000"
"48785","M","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"2341","M","1964","single","&quot;I: 170,000 - 189,999&quot;","7000"
"5896","M","1983","single","&quot;I: 170,000 - 189,999&quot;","9000"
"9451","M","1952","single","&quot;I: 170,000 - 189,999&quot;","1500"
"13007","M","1970","single","&quot;I: 170,000 - 189,999&quot;","7000"
"16563","M","1986","single","&quot;I: 170,000 - 189,999&quot;","9000"
"20118","M","1950","single","&quot;I: 170,000 - 189,999&quot;","1500"
"23674","M","1953","single","&quot;I: 170,000 - 189,999&quot;","7000"
"27229","M","1977","single","&quot;I: 170,000 - 189,999&quot;","9000"
"30784","M","1975","single","&quot;I: 170,000 - 189,999&quot;","1500"
"34341","M","1949","single","&quot;I: 170,000 - 189,999&quot;","9000"
"37007","M","1949","single","&quot;I: 170,000 - 189,999&quot;","9000"
"40562","M","1948","single","&quot;I: 170,000 - 189,999&quot;","11000"
"44117","M","1950","single","&quot;I: 170,000 - 189,999&quot;","1500"
"34370","M","1958","single","&quot;I: 170,000 - 189,999&quot;","7000"
"47896","M","1954","single","&quot;I: 170,000 - 189,999&quot;","9000"
"1452","M","1984","single","&quot;I: 170,000 - 189,999&quot;","1500"
"5007","M","1959","single","&quot;I: 170,000 - 189,999&quot;","7000"
"8562","M","1961","single","&quot;I: 170,000 - 189,999&quot;","9000"
"12119","M","1956","single","&quot;I: 170,000 - 189,999&quot;","1500"
"15674","M","1962","single","&quot;I: 170,000 - 189,999&quot;","7000"
"19229","M","1953","single","&quot;I: 170,000 - 189,999&quot;","9000"
"48814","M","1951","single","&quot;I: 170,000 - 189,999&quot;","1500"
"22784","M","1981","single","&quot;I: 170,000 - 189,999&quot;","1500"
"26340","M","1982","single","&quot;I: 170,000 - 189,999&quot;","7000"
"29896","M","1951","single","&quot;I: 170,000 - 189,999&quot;","9000"
"33451","M","1958","single","&quot;I: 170,000 - 189,999&quot;","1500"
"38785","M","1952","single","&quot;I: 170,000 - 189,999&quot;","1500"
"42340","M","1980","single","&quot;I: 170,000 - 189,999&quot;","7000"
"16592","M","1973","single","&quot;I: 170,000 - 189,999&quot;","9000"
"46118","M","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"49673","M","1976","single","&quot;I: 170,000 - 189,999&quot;","7000"
"3230","M","1969","single","&quot;I: 170,000 - 189,999&quot;","9000"
"6785","M","1957","single","&quot;I: 170,000 - 189,999&quot;","1500"
"10340","M","1960","single","&quot;I: 170,000 - 189,999&quot;","7000"
"13896","M","1987","single","&quot;I: 170,000 - 189,999&quot;","9000"
"17451","M","1978","single","&quot;I: 170,000 - 189,999&quot;","1500"
"21007","M","1966","single","&quot;I: 170,000 - 189,999&quot;","7000"
"24563","M","1950","single","&quot;I: 170,000 - 189,999&quot;","9000"
"28118","M","1979","single","&quot;I: 170,000 - 189,999&quot;","1500"
"31673","M","1955","single","&quot;I: 170,000 - 189,999&quot;","7000"
"35229","M","1954","single","&quot;I: 170,000 - 189,999&quot;","9000"
"37897","M","1966","","&quot;G: 130,000 - 149,999&quot;","10000"
"41452","M","1983","single","&quot;G: 130,000 - 149,999&quot;","3000"
"45007","M","1952","married","&quot;G: 130,000 - 149,999&quot;","5000"
"7714","M","1946","married","&quot;G: 130,000 - 149,999&quot;","7000"
"43269","M","1978","","&quot;G: 130,000 - 149,999&quot;","10000"
"48786","M","1949","single","&quot;G: 130,000 - 149,999&quot;","5000"
"2342","M","1951","married","&quot;G: 130,000 - 149,999&quot;","5000"
"5897","M","1948","","&quot;G: 130,000 - 149,999&quot;","15000"
"9452","M","1963","single","&quot;G: 130,000 - 149,999&quot;","3000"
"13008","M","1969","married","&quot;G: 130,000 - 149,999&quot;","5000"
"16564","M","1946","","&quot;G: 130,000 - 149,999&quot;","15000"
"20119","M","1947","single","&quot;G: 130,000 - 149,999&quot;","5000"
"23675","M","1951","married","&quot;G: 130,000 - 149,999&quot;","5000"
"27230","M","1970","","&quot;G: 130,000 - 149,999&quot;","10000"
"30785","M","1961","single","&quot;G: 130,000 - 149,999&quot;","3000"
"34342","M","1972","married","&quot;G: 130,000 - 149,999&quot;","5000"
"37008","M","1977","married","&quot;G: 130,000 - 149,999&quot;","5000"
"40563","M","1949","","&quot;G: 130,000 - 149,999&quot;","15000"
"44118","M","1950","single","&quot;G: 130,000 - 149,999&quot;","3000"
"34381","M","1965","married","&quot;G: 130,000 - 149,999&quot;","5000"
"47897","M","1950","","&quot;G: 130,000 - 149,999&quot;","10000"
"1453","M","1971","single","&quot;G: 130,000 - 149,999&quot;","3000"
"5008","M","1953","married","&quot;G: 130,000 - 149,999&quot;","5000"
"8563","M","1974","","&quot;G: 130,000 - 149,999&quot;","10000"
"12120","M","1967","single","&quot;G: 130,000 - 149,999&quot;","3000"
"15675","M","1951","married","&quot;G: 130,000 - 149,999&quot;","5000"
"19230","M","1958","","&quot;G: 130,000 - 149,999&quot;","10000"
"48825","M","1947","single","&quot;G: 130,000 - 149,999&quot;","5000"
"22785","M","1985","single","&quot;G: 130,000 - 149,999&quot;","3000"
"26341","M","1976","married","&quot;G: 130,000 - 149,999&quot;","5000"
"29897","M","1964","","&quot;G: 130,000 - 149,999&quot;","10000"
"33452","M","1942","single","&quot;G: 130,000 - 149,999&quot;","5000"
"36119","M","1975","single","&quot;G: 130,000 - 149,999&quot;","3000"
"39674","M","1973","married","&quot;G: 130,000 - 149,999&quot;","5000"
"43230","M","1943","","&quot;G: 130,000 - 149,999&quot;","15000"
"25492","M","1946","single","&quot;G: 130,000 - 149,999&quot;","5000"
"47008","M","1948","married","&quot;G: 130,000 - 149,999&quot;","7000"
"50563","M","1943","","&quot;G: 130,000 - 149,999&quot;","15000"
"4119","M","1948","single","&quot;G: 130,000 - 149,999&quot;","5000"
"7675","M","1947","married","&quot;G: 130,000 - 149,999&quot;","7000"
"11230","M","1962","","&quot;G: 130,000 - 149,999&quot;","10000"
"14786","M","1981","single","&quot;G: 130,000 - 149,999&quot;","3000"
"18341","M","1944","married","&quot;G: 130,000 - 149,999&quot;","7000"
"34334","M","1941","","&quot;G: 130,000 - 149,999&quot;","15000"
"21896","M","1968","","&quot;G: 130,000 - 149,999&quot;","10000"
"25453","M","1984","single","&quot;G: 130,000 - 149,999&quot;","3000"
"29008","M","1944","married","&quot;G: 130,000 - 149,999&quot;","7000"
"32563","M","1949","","&quot;G: 130,000 - 149,999&quot;","15000"
"38786","M","1945","single","&quot;G: 130,000 - 149,999&quot;","5000"
"42341","M","1956","married","&quot;G: 130,000 - 149,999&quot;","5000"
"16603","M","1955","","&quot;G: 130,000 - 149,999&quot;","10000"
"46119","M","1950","single","&quot;G: 130,000 - 149,999&quot;","3000"
"49674","M","1947","married","&quot;G: 130,000 - 149,999&quot;","7000"
"3231","M","1952","","&quot;G: 130,000 - 149,999&quot;","10000"
"6786","M","1948","single","&quot;G: 130,000 - 149,999&quot;","5000"
"10341","M","1982","married","&quot;G: 130,000 - 149,999&quot;","5000"
"13897","M","1957","","&quot;G: 130,000 - 149,999&quot;","10000"
"17452","M","1959","single","&quot;G: 130,000 - 149,999&quot;","3000"
"21008","M","1954","married","&quot;G: 130,000 - 149,999&quot;","5000"
"24564","M","1960","","&quot;G: 130,000 - 149,999&quot;","10000"
"28119","M","1945","single","&quot;G: 130,000 - 149,999&quot;","5000"
"31674","M","1979","married","&quot;G: 130,000 - 149,999&quot;","5000"
"35230","M","1980","","&quot;G: 130,000 - 149,999&quot;","10000"
"37009","F","1925","single","&quot;B: 30,000 - 49,999&quot;","1500"
"40564","F","1974","married","&quot;B: 30,000 - 49,999&quot;","1500"
"44119","F","1975","","&quot;B: 30,000 - 49,999&quot;","1500"
"34392","F","1978","single","&quot;B: 30,000 - 49,999&quot;","1500"
"47898","F","1947","married","&quot;B: 30,000 - 49,999&quot;","1500"
"1454","F","1950","","&quot;B: 30,000 - 49,999&quot;","1500"
"5009","F","1935","single","&quot;B: 30,000 - 49,999&quot;","1500"
"8564","F","1937","married","&quot;B: 30,000 - 49,999&quot;","1500"
"12121","F","1937","","&quot;B: 30,000 - 49,999&quot;","1500"
"15676","F","1933","single","&quot;B: 30,000 - 49,999&quot;","1500"
"19231","F","1977","married","&quot;B: 30,000 - 49,999&quot;","1500"
"48836","F","1961","","&quot;B: 30,000 - 49,999&quot;","1500"
"22786","F","1952","","&quot;B: 30,000 - 49,999&quot;","1500"
"26342","F","1954","single","&quot;B: 30,000 - 49,999&quot;","1500"
"29898","F","1949","married","&quot;B: 30,000 - 49,999&quot;","1500"
"33453","F","1955","","&quot;B: 30,000 - 49,999&quot;","1500"
"38787","F","1959","","&quot;B: 30,000 - 49,999&quot;","1500"
"42342","F","1922","single","&quot;B: 30,000 - 49,999&quot;","1500"
"16614","F","1968","married","&quot;B: 30,000 - 49,999&quot;","1500"
"46120","F","1928","","&quot;B: 30,000 - 49,999&quot;","1500"
"49675","F","1942","single","&quot;B: 30,000 - 49,999&quot;","1500"
"3232","F","1960","married","&quot;B: 30,000 - 49,999&quot;","1500"
"29012","F","1947","single","&quot;H: 150,000 - 169,999&quot;","5000"
"32567","F","1949","single","&quot;H: 150,000 - 169,999&quot;","7000"
"38789","F","1964","single","&quot;D: 70,000 - 89,999&quot;","9000"
"42344","F","1942","married","&quot;D: 70,000 - 89,999&quot;","1500"
"16636","F","1965","","&quot;D: 70,000 - 89,999&quot;","7000"
"46122","F","1981","single","&quot;D: 70,000 - 89,999&quot;","9000"
"49677","F","1935","married","&quot;D: 70,000 - 89,999&quot;","1500"
"3234","F","1943","","&quot;D: 70,000 - 89,999&quot;","7000"
"6789","F","1972","single","&quot;D: 70,000 - 89,999&quot;","9000"
"10344","F","1970","married","&quot;D: 70,000 - 89,999&quot;","1500"
"13900","F","1934","","&quot;D: 70,000 - 89,999&quot;","7000"
"17455","F","1944","single","&quot;D: 70,000 - 89,999&quot;","9000"
"21011","F","1962","married","&quot;D: 70,000 - 89,999&quot;","1500"
"24567","F","1947","","&quot;D: 70,000 - 89,999&quot;","7000"
"28122","F","1968","single","&quot;D: 70,000 - 89,999&quot;","9000"
"31677","F","1950","married","&quot;D: 70,000 - 89,999&quot;","1500"
"35233","F","1971","","&quot;D: 70,000 - 89,999&quot;","7000"
"37900","F","1959","","&quot;D: 70,000 - 89,999&quot;","7000"
"41455","F","1978","single","&quot;D: 70,000 - 89,999&quot;","9000"
"45010","F","1932","married","&quot;D: 70,000 - 89,999&quot;","1500"
"7747","F","1951","married","&quot;D: 70,000 - 89,999&quot;","1500"
"43302","F","1957","","&quot;D: 70,000 - 89,999&quot;","7000"
"48789","F","1933","single","&quot;D: 70,000 - 89,999&quot;","9000"
"2345","F","1976","married","&quot;D: 70,000 - 89,999&quot;","1500"
"5900","F","1977","","&quot;D: 70,000 - 89,999&quot;","7000"
"9455","F","1936","single","&quot;D: 70,000 - 89,999&quot;","9000"
"13011","F","1953","married","&quot;D: 70,000 - 89,999&quot;","1500"
"16567","F","1929","","&quot;D: 70,000 - 89,999&quot;","9000"
"20122","F","1943","single","&quot;D: 70,000 - 89,999&quot;","9000"
"23678","F","1945","married","&quot;D: 70,000 - 89,999&quot;","1500"
"27233","F","1931","","&quot;D: 70,000 - 89,999&quot;","7000"
"30788","F","1936","single","&quot;D: 70,000 - 89,999&quot;","9000"
"34345","F","1935","married","&quot;D: 70,000 - 89,999&quot;","1500"
"37011","F","1979","married","&quot;D: 70,000 - 89,999&quot;","1500"
"40566","F","1954","","&quot;D: 70,000 - 89,999&quot;","7000"
"44121","F","1956","single","&quot;D: 70,000 - 89,999&quot;","9000"
"5015","F","1955","single","&quot;I: 170,000 - 189,999&quot;","5000"
"8570","F","1964","single","&quot;I: 170,000 - 189,999&quot;","10000"
"12127","F","1983","single","&quot;I: 170,000 - 189,999&quot;","3000"
"15682","F","1952","single","&quot;I: 170,000 - 189,999&quot;","5000"
"19237","F","1970","single","&quot;I: 170,000 - 189,999&quot;","10000"
"48892","F","1948","single","&quot;I: 170,000 - 189,999&quot;","5000"
"22792","F","1986","single","&quot;I: 170,000 - 189,999&quot;","3000"
"26348","F","1950","single","&quot;I: 170,000 - 189,999&quot;","5000"
"29904","F","1953","single","&quot;I: 170,000 - 189,999&quot;","10000"
"33459","F","1977","single","&quot;I: 170,000 - 189,999&quot;","3000"
"37905","F","1975","married","&quot;C: 50,000 - 69,999&quot;","1500"
"41460","F","1976","","&quot;C: 50,000 - 69,999&quot;","7000"
"45015","F","1933","","&quot;C: 50,000 - 69,999&quot;","9000"
"7792","F","1979","","&quot;C: 50,000 - 69,999&quot;","9000"
"43347","F","1948","married","&quot;C: 50,000 - 69,999&quot;","1500"
"48794","F","1951","","&quot;C: 50,000 - 69,999&quot;","7000"
"2350","F","1938","","&quot;C: 50,000 - 69,999&quot;","9000"
"5905","F","1939","married","&quot;C: 50,000 - 69,999&quot;","1500"
"9460","F","1940","","&quot;C: 50,000 - 69,999&quot;","7000"
"13016","F","1936","","&quot;C: 50,000 - 69,999&quot;","9000"
"16572","F","1978","married","&quot;C: 50,000 - 69,999&quot;","1500"
"20127","F","1953","","&quot;C: 50,000 - 69,999&quot;","7000"
"23683","F","1955","","&quot;C: 50,000 - 69,999&quot;","9000"
"27238","F","1950","married","&quot;C: 50,000 - 69,999&quot;","1500"
"30793","F","1956","","&quot;C: 50,000 - 69,999&quot;","7000"
"34350","F","1929","","&quot;C: 50,000 - 69,999&quot;","11000"
"36127","F","1960","","&quot;C: 50,000 - 69,999&quot;","7000"
"39682","F","1926","","&quot;C: 50,000 - 69,999&quot;","11000"
"43238","F","1973","married","&quot;C: 50,000 - 69,999&quot;","1500"
"25570","F","1931","","&quot;C: 50,000 - 69,999&quot;","7000"
"47016","F","1943","","&quot;C: 50,000 - 69,999&quot;","9000"
"50571","F","1961","married","&quot;C: 50,000 - 69,999&quot;","1500"
"4127","F","1946","","&quot;C: 50,000 - 69,999&quot;","7000"
"7683","F","1967","","&quot;C: 50,000 - 69,999&quot;","9000"
"11238","F","1949","married","&quot;C: 50,000 - 69,999&quot;","1500"
"14794","F","1970","","&quot;C: 50,000 - 69,999&quot;","7000"
"18349","F","1963","","&quot;C: 50,000 - 69,999&quot;","9000"
"2113","F","1969","married","&quot;C: 50,000 - 69,999&quot;","1500"
"21904","F","1939","married","&quot;C: 50,000 - 69,999&quot;","1500"
"25461","F","1954","","&quot;C: 50,000 - 69,999&quot;","7000"
"29016","F","1981","","&quot;C: 50,000 - 69,999&quot;","9000"
"32571","F","1972","married","&quot;C: 50,000 - 69,999&quot;","1500"
"37016","F","1957","","&quot;C: 50,000 - 69,999&quot;","9000"
"40571","F","1968","married","&quot;C: 50,000 - 69,999&quot;","1500"
"44126","F","1962","","&quot;C: 50,000 - 69,999&quot;","7000"
"34459","F","1942","","&quot;C: 50,000 - 69,999&quot;","9000"
"47905","F","1934","married","&quot;C: 50,000 - 69,999&quot;","1500"
"50567","F","1955","single","&quot;H: 150,000 - 169,999&quot;","5000"
"4123","F","1961","single","&quot;H: 150,000 - 169,999&quot;","10000"
"7679","F","1949","single","&quot;H: 150,000 - 169,999&quot;","5000"
"11234","F","1980","single","&quot;H: 150,000 - 169,999&quot;","5000"
"14790","F","1981","single","&quot;H: 150,000 - 169,999&quot;","10000"
"18345","F","1948","single","&quot;H: 150,000 - 169,999&quot;","5000"
"48779","F","1983","married","&quot;H: 150,000 - 169,999&quot;","7000"
"21900","F","1957","single","&quot;H: 150,000 - 169,999&quot;","5000"
"25457","F","1945","single","&quot;H: 150,000 - 169,999&quot;","15000"
"11241","M","1972","married","&quot;G: 130,000 - 149,999&quot;","5000"
"14797","M","1966","","&quot;G: 130,000 - 149,999&quot;","10000"
"18352","M","1983","single","&quot;G: 130,000 - 149,999&quot;","3000"
"5446","M","1969","married","&quot;G: 130,000 - 149,999&quot;","5000"
"21907","M","1952","married","&quot;G: 130,000 - 149,999&quot;","5000"
"25464","M","1955","","&quot;G: 130,000 - 149,999&quot;","10000"
"29019","M","1950","single","&quot;G: 130,000 - 149,999&quot;","3000"
"32574","M","1947","married","&quot;G: 130,000 - 149,999&quot;","7000"
"37908","M","1953","married","&quot;G: 130,000 - 149,999&quot;","5000"
"41463","M","1974","","&quot;G: 130,000 - 149,999&quot;","10000"
"45018","M","1967","single","&quot;G: 130,000 - 149,999&quot;","3000"
"7825","M","1981","single","&quot;G: 130,000 - 149,999&quot;","3000"
"43380","M","1944","married","&quot;G: 130,000 - 149,999&quot;","7000"
"48797","M","1968","","&quot;G: 130,000 - 149,999&quot;","10000"
"2353","M","1984","single","&quot;G: 130,000 - 149,999&quot;","3000"
"5908","M","1944","married","&quot;G: 130,000 - 149,999&quot;","7000"
"9463","M","1949","","&quot;G: 130,000 - 149,999&quot;","15000"
"13019","M","1975","single","&quot;G: 130,000 - 149,999&quot;","3000"
"16575","M","1973","married","&quot;G: 130,000 - 149,999&quot;","5000"
"20130","M","1943","","&quot;G: 130,000 - 149,999&quot;","15000"
"23686","M","1947","single","&quot;G: 130,000 - 149,999&quot;","5000"
"27241","M","1965","married","&quot;G: 130,000 - 149,999&quot;","5000"
"30796","M","1950","","&quot;G: 130,000 - 149,999&quot;","10000"
"34353","M","1971","single","&quot;G: 130,000 - 149,999&quot;","3000"
"38797","M","1948","","&quot;G: 130,000 - 149,999&quot;","15000"
"42352","M","1963","single","&quot;G: 130,000 - 149,999&quot;","3000"
"16714","M","1951","married","&quot;G: 130,000 - 149,999&quot;","5000"
"46130","M","1958","","&quot;G: 130,000 - 149,999&quot;","10000"
"49685","M","1985","single","&quot;G: 130,000 - 149,999&quot;","3000"
"3242","M","1976","married","&quot;G: 130,000 - 149,999&quot;","5000"
"6797","M","1964","","&quot;G: 130,000 - 149,999&quot;","10000"
"10352","M","1942","single","&quot;G: 130,000 - 149,999&quot;","5000"
"13908","M","1977","married","&quot;G: 130,000 - 149,999&quot;","5000"
"17463","M","1949","","&quot;G: 130,000 - 149,999&quot;","15000"
"21019","M","1950","single","&quot;G: 130,000 - 149,999&quot;","3000"
